BOTTLE,20030224WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20030224
#original HYD file: p14chy.txt   Fri Feb 21 12:53:13 2003
#original SUM file: p14csu.txt   Mon Feb 24 14:35:52 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,DEG C,TU
     316N138_7,  P14C,    39,  1,     35,     35,2,19920909,1902,-20.8683, 177.5550, 3174,   3032.1,   1.8379,  34.6790,2,  34.6791,2,    155.7,2,    155.7,2,   126.06,2,    35.26,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6105,-999.000
     316N138_7,  P14C,    39,  1,     37,     37,2,19920909,1902,-20.8683, 177.5550, 3174,   3208.9,   1.8374,  34.6804,2,  34.6803,2,    154.7,2,    155.9,2,   126.41,2,    35.31,2,     0.00,2,     2.44,2,    0.000,2,   -0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5925,-999.000
     316N138_7,  P14C,    40,  1,      7,      7,2,19920910,0003,-20.6283, 177.5950, 3106,      1.9,  23.7590,  35.6188,2,  35.6216,2,    210.1,2,    213.5,2,  -999.00,9,     0.07,2,     0.00,2,     0.09,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 23.7586,-999.000
     316N138_7,  P14C,    40,  1,      8,      8,2,19920910,0003,-20.6283, 177.5950, 3106,     15.0,  23.6260,  35.6153,2,  35.6181,2,    211.8,2,    214.1,2,  -999.00,9,     0.07,2,     0.00,2,     0.09,2, -999.000,9, -999.000,9,    1.010,2,   1.7660,2,    -1.27,2,   -999.0,9,  -999.00,9,   7.076,2,  -999.0,  0.0070,   0.110,   0.035, 23.6228,   0.008
     316N138_7,  P14C,    40,  1,      9,      9,2,19920910,0003,-20.6283, 177.5950, 3106,     55.1,  22.8458,  35.6157,2,  35.6183,2,    213.4,2,    212.8,2,  -999.00,9,     0.06,2,     0.00,2,     0.07,2, -999.000,9, -999.000,9,    0.838,2,   1.7680,2,    -1.29,2,   -999.0,9,  -999.00,9,   7.142,2,  -999.0,  0.0070,   0.110,   0.036, 22.8346,   0.007
     316N138_7,  P14C,    40,  1,     10,     10,2,19920910,0003,-20.6283, 177.5950, 3106,    105.2,  22.2477,  35.6034,2,  35.6035,2,    209.5,2,    205.8,2,  -999.00,9,     0.29,2,     0.11,2,     0.12,2, -999.000,9, -999.000,9,    0.830,2,   1.7360,2,    -1.18,2,   -999.0,9,  -999.00,9,   7.096,2,  -999.0,  0.0070,   0.110,   0.035, 22.2267,   0.007
     316N138_7,  P14C,    40,  1,     11,     11,2,19920910,0003,-20.6283, 177.5950, 3106,    155.2,  21.2075,  35.6113,2,  35.6090,2,    188.2,2,    190.1,2,  -999.00,9,     2.11,2,     0.06,2,     0.25,2, -999.000,9, -999.000,9, -999.000,9,   1.7410,2,    -0.73,2,   -999.0,9,  -999.00,9,   7.128,2,  -999.0,  0.0070,   0.110,   0.036, 21.1775,-999.000
     316N138_7,  P14C,    40,  1,     12,     12,2,19920910,0003,-20.6283, 177.5950, 3106,    204.7,  19.8314,  35.6230,2,  35.6244,2,    186.5,2,    185.1,2,  -999.00,9,     3.22,2,     0.01,2,     0.34,2, -999.000,9, -999.000,9, -999.000,9,   1.7730,2,    -0.36,2,   -999.0,9,  -999.00,9,   7.255,2,  -999.0,  0.0070,   0.110,   0.036, 19.7936,-999.000
     316N138_7,  P14C,    40,  1,     13,     13,2,19920910,0003,-20.6283, 177.5950, 3106,    254.5,  18.6373,  35.5853,2,  35.5856,2,    182.5,2,    181.6,2,     1.60,2,     4.83,2,     0.01,2,     0.44,2, -999.000,9, -999.000,9, -999.000,9,   1.8070,2,    -0.02,2,   -999.0,9,  -999.00,9,   7.378,2,  -999.0,  0.0070,   0.110,   0.037, 18.5923,-999.000
     316N138_7,  P14C,    40,  1,     14,     14,2,19920910,0003,-20.6283, 177.5950, 3106,    303.8,  17.6133,  35.5376,2,  35.5389,2,    187.3,2,    187.7,2,     1.79,2,     5.25,2,     0.01,2,     0.48,2, -999.000,9, -999.000,9,    0.741,2,   1.7970,2,     0.03,2,   -999.0,9,  -999.00,9,   7.397,2,  -999.0,  0.0070,   0.110,   0.037, 17.5616,   0.007
     316N138_7,  P14C,    40,  1,     15,     15,2,19920910,0003,-20.6283, 177.5950, 3106,    353.2,  16.1564,  35.4042,2,  35.4003,2,    182.4,2,    185.4,2,     2.17,2,     7.29,2,     0.01,2,     0.63,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 16.0997,-999.000
     316N138_7,  P14C,    40,  1,     16,     16,2,19920910,0003,-20.6283, 177.5950, 3106,    400.4,  14.7536,  35.2706,2,  35.2635,2,    185.6,2,    185.0,2,     3.35,2,     9.70,2,     0.01,2,     0.77,2, -999.000,9, -999.000,9,    0.352,2,   1.8320,2,     0.73,2,   -999.0,9,  -999.00,9,   7.607,2,  -999.0,  0.0080,   0.110,   0.038, 14.6931,   0.005
     316N138_7,  P14C,    40,  1,     17,     17,2,19920910,0003,-20.6283, 177.5950, 3106,    498.3,  10.3507,  34.7352,2,  34.7354,2,    186.8,2,    183.3,2,     8.33,2,    18.40,2,     0.01,2,     1.35,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 10.2910,-999.000
     316N138_7,  P14C,    40,  1,     18,     18,2,19920910,0003,-20.6283, 177.5950, 3106,    595.5,   8.2546,  34.5360,2,  34.5347,2,    204.4,2,    203.2,2,     9.31,2,    21.63,2,     0.01,2,     1.51,2, -999.000,9, -999.000,9,    0.208,2,   1.8570,2,     1.01,2,   -999.0,9,  -999.00,9,   7.957,2,  -999.0,  0.0080,   0.110,   0.040,  8.1920,   0.004
     316N138_7,  P14C,    40,  1,     19,     19,2,19920910,0003,-20.6283, 177.5950, 3106,    692.3,   6.5934,  34.4049,2,  34.4063,2,    206.8,2,    205.8,2,    15.88,2,    25.85,2,     0.01,2,     1.80,2, -999.000,9, -999.000,9,    0.098,2,   1.8770,2,     1.59,2,   -999.0,9,  -999.00,9,   8.082,2,  -999.0,  0.0080,   0.110,   0.040,  6.5290,   0.003
     316N138_7,  P14C,    40,  1,     20,     20,2,19920910,0003,-20.6283, 177.5950, 3106,    789.7,   5.6169,  34.3800,2,  34.3810,2,    191.7,2,    193.5,2,    26.85,2,    29.19,2,     0.00,2,     2.02,2, -999.000,9, -999.000,9,    0.047,2,   1.9030,2,     3.72,2,   -999.0,9,  -999.00,9,   8.209,2,  -999.0,  0.0080,   0.110,   0.041,  5.5488,   0.003
     316N138_7,  P14C,    40,  1,     21,     21,2,19920910,0003,-20.6283, 177.5950, 3106,    888.8,   4.9423,  34.3918,2,  34.3936,2,    182.3,2,    183.4,2,    37.81,2,    31.21,2,     0.01,2,     2.16,2, -999.000,9, -999.000,9,    0.018,2,   1.9160,2,     6.23,2,   -999.0,9,  -999.00,9,   8.247,2,  -999.0,  0.0080,   0.110,   0.041,  4.8695,   0.002
     316N138_7,  P14C,    40,  1,     22,     22,2,19920910,0003,-20.6283, 177.5950, 3106,    986.3,   4.4496,  34.4282,2,  34.4281,2,    172.3,2,    172.7,2,    50.97,2,    32.72,2,     0.01,2,     2.27,2, -999.000,9, -999.000,9,    0.031,2,   1.9310,2,     9.64,2,   -999.0,9,  -999.00,9,   8.294,2,  -999.0,  0.0080,   0.110,   0.041,  4.3718,   0.003
     316N138_7,  P14C,    40,  1,     23,     23,2,19920910,0003,-20.6283, 177.5950, 3106,   1086.1,   3.9099,  34.4685,2,  34.4684,2,    164.9,2,    166.1,2,    64.96,2,    33.72,2,     0.01,2,     2.35,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.8279,-999.000
     316N138_7,  P14C,    40,  1,     24,     24,2,19920910,0003,-20.6283, 177.5950, 3106,   1185.6,   3.5462,  34.5062,2,  34.5059,2,    158.6,2,    160.6,2,    76.38,2,    34.42,2,     0.01,2,     2.40,2, -999.000,9, -999.000,9,    0.010,2,   1.9690,2,    17.08,2,   -999.0,9,  -999.00,9,   8.376,2,  -999.0,  0.0080,   0.110,   0.042,  3.4589,   0.002
     316N138_7,  P14C,    40,  1,     25,     25,2,19920910,0003,-20.6283, 177.5950, 3106,   1286.2,   3.3153,  34.5310,2,  34.5302,2,    156.4,2,    156.9,2,    86.43,2,    34.90,2,     0.01,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.2219,-999.000
     316N138_7,  P14C,    40,  1,     26,     26,2,19920910,0003,-20.6283, 177.5950, 3106,   1386.5,   3.0445,  34.5585,2,  34.5583,2,    153.1,2,    152.7,2,    93.70,2,    35.34,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9,    0.007,2,   1.9870,2,    22.07,2,   -999.0,9,  -999.00,9,   8.427,2,  -999.0,  0.0080,   0.110,   0.042,  2.9456,   0.002
     316N138_7,  P14C,    40,  1,     27,     27,2,19920910,0003,-20.6283, 177.5950, 3106,   1486.7,   2.9246,  34.5699,2,-999.0000,9,    151.5,2,    144.7,4,    97.75,2,    35.43,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8187,-999.000
     316N138_7,  P14C,    40,  1,     28,     28,2,19920910,0003,-20.6283, 177.5950, 3106,   1587.0,   2.7487,  34.5876,2,  34.5883,2,    150.6,2,    150.9,2,   103.03,2,    35.61,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9,    0.004,2,   1.9940,2,    23.82,2,   -999.0,9,  -999.00,9,   8.454,2,  -999.0,  0.0080,   0.110,   0.042,  2.6366,   0.002
     316N138_7,  P14C,    40,  1,     29,     29,2,19920910,0003,-20.6283, 177.5950, 3106,   1788.2,   2.4769,  34.6134,2,  34.6144,2,    151.3,2,    150.6,2,   110.81,2,    35.75,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.3514,-999.000
     316N138_7,  P14C,    40,  1,     30,     30,2,19920910,0003,-20.6283, 177.5950, 3106,   1992.2,   2.2990,  34.6315,2,  34.6324,2,    151.2,2,    151.1,2,   115.75,2,    35.75,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.1587,-999.000
     316N138_7,  P14C,    40,  1,     31,     31,2,19920910,0003,-20.6283, 177.5950, 3106,   2196.7,   2.1511,  34.6466,2,  34.6465,2,    152.3,2,    151.5,2,   119.67,2,    35.80,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.9954,-999.000
     316N138_7,  P14C,    40,  1,     32,     32,2,19920910,0003,-20.6283, 177.5950, 3106,   2401.5,   2.0152,  34.6599,2,  34.6595,2,    153.6,2,    152.7,2,   122.58,2,    35.67,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8436,-999.000
     316N138_7,  P14C,    40,  1,     33,     33,2,19920910,0003,-20.6283, 177.5950, 3106,   2608.9,   1.9123,  34.6699,2,  34.6699,2,    154.6,2,    155.2,2,   124.86,2,    35.68,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7236,-999.000
     316N138_7,  P14C,    40,  1,     34,     34,2,19920910,0003,-20.6283, 177.5950, 3106,   2818.0,   1.8444,  34.6764,2,  34.6770,2,    155.4,2,    155.3,2,   126.52,2,    35.64,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6375,-999.000
     316N138_7,  P14C,    40,  1,     35,     35,2,19920910,0003,-20.6283, 177.5950, 3106,   3027.4,   1.8344,  34.6789,2,  34.6787,2,    155.6,2,    155.8,2,   127.35,2,    35.64,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6075,-999.000
     316N138_7,  P14C,    40,  1,     37,     37,2,19920910,0003,-20.6283, 177.5950, 3106,   3121.9,   1.8254,  34.6798,2,  34.6803,2,    155.2,2,    155.9,2,   128.18,2,    35.60,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5894,-999.000
     316N138_7,  P14C,    41,  1,      8,      8,2,19920910,0419,-20.3717, 177.6350, -999,      1.1,  25.1601,  35.5991,2,  35.6033,2,    209.6,2,    207.7,2,     1.85,2,     0.07,2,     0.00,2,     0.13,2,    1.780,2,    0.967,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 25.1598,-999.000
     316N138_7,  P14C,    41,  1,      9,      9,2,19920910,0419,-20.3717, 177.6350, -999,     14.8,  25.1143,  35.6002,2,  35.6009,2,    206.1,2,    206.6,2,     1.83,2,     0.07,2,     0.00,2,     0.13,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 25.1110,-999.000
     316N138_7,  P14C,    41,  1,     10,     10,2,19920910,0419,-20.3717, 177.6350, -999,     55.0,  23.7096,  35.5793,2,  35.5792,2,    213.9,2,    212.0,2,     1.61,2,     0.06,2,     0.00,2,     0.09,2,    1.922,2,    1.023,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 23.6981,-999.000
     316N138_7,  P14C,    41,  1,     11,     11,2,19920910,0419,-20.3717, 177.6350, -999,    105.3,  22.8713,  35.6079,2,  35.6027,2,    207.4,2,    210.9,2,     1.59,2,     0.08,2,     0.03,2,     0.09,2,    1.948,2,    1.045,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 22.8498,-999.000
     316N138_7,  P14C,    41,  1,     12,     12,2,19920910,0419,-20.3717, 177.6350, -999,    154.3,  22.1728,  35.6247,2,  35.6259,2,    203.6,2,    202.8,2,     1.57,2,     0.57,2,     0.13,2,     0.12,2,    2.005,2,    1.057,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 22.1420,-999.000
     316N138_7,  P14C,    41,  1,     13,     13,2,19920910,0419,-20.3717, 177.6350, -999,    203.3,  20.6790,  35.7041,2,  35.7044,2,    171.8,2,    174.2,2,     1.75,2,     3.86,2,     0.01,2,     0.40,2,    1.833,2,    0.977,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.6403,-999.000
     316N138_7,  P14C,    41,  1,     14,     14,2,19920910,0419,-20.3717, 177.6350, -999,    252.5,  18.8039,  35.5988,2,  35.5993,2,    188.2,2,    185.8,2,     1.73,2,     4.17,2,     0.01,2,     0.39,2,    1.939,2,    1.016,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.7590,-999.000
     316N138_7,  P14C,    41,  1,     15,     15,2,19920910,0419,-20.3717, 177.6350, -999,    302.3,  17.7828,  35.5578,2,  35.5497,2,    190.1,2,    187.9,2,     1.92,2,     5.06,2,     0.01,2,     0.45,2,    1.909,2,    0.999,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.7310,-999.000
     316N138_7,  P14C,    41,  1,     16,     16,2,19920910,0419,-20.3717, 177.6350, -999,    353.4,  15.6885,  35.3733,2,  35.3676,2,    186.3,2,    185.7,2,     3.10,2,     8.11,2,     0.00,2,     0.65,2,    1.779,2,    0.907,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.6329,-999.000
     316N138_7,  P14C,    41,  1,     17,     17,2,19920910,0419,-20.3717, 177.6350, -999,    404.9,  13.7736,  35.1587,2,  35.1653,2,    183.3,2,    184.6,2,     3.88,2,    11.11,2,     0.00,2,     0.86,2,    1.512,2,    0.784,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.7152,-999.000
     316N138_7,  P14C,    41,  1,     18,     18,2,19920910,0419,-20.3717, 177.6350, -999,    506.5,  10.3333,  34.7565,2,  34.7575,2,    189.8,2,    189.7,2,     7.46,2,    17.77,2,     0.00,2,     1.28,2,    0.991,2,    0.514,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 10.2726,-999.000
     316N138_7,  P14C,    41,  1,     19,     19,2,19920910,0419,-20.3717, 177.6350, -999,    607.4,   7.9226,  34.5086,2,  34.5158,2,    190.5,2,    191.6,2,    13.65,2,    23.66,2,     0.00,2,     1.65,2,    0.509,2,    0.277,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.8603,-999.000
     316N138_7,  P14C,    41,  1,     20,     20,2,19920910,0419,-20.3717, 177.6350, -999,    708.0,   6.4504,  34.4008,2,  34.4029,2,    202.6,2,    199.9,2,    19.44,2,    27.02,2,     0.00,2,     1.86,2,    0.270,2,    0.154,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.3853,-999.000
     316N138_7,  P14C,    41,  1,     21,     21,2,19920910,0419,-20.3717, 177.6350, -999,    809.2,   5.6440,  34.3849,2,  34.3882,2,    188.7,2,    189.8,2,    28.63,2,    29.62,2,     0.00,2,     2.04,2,    0.127,2,    0.074,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.5739,-999.000
     316N138_7,  P14C,    41,  1,     22,     22,2,19920910,0419,-20.3717, 177.6350, -999,    907.9,   4.9684,  34.3956,2,  34.3980,2,    180.4,2,    181.5,2,    39.03,2,    31.49,2,     0.00,2,     2.16,2,    0.061,2,    0.044,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.8937,-999.000
     316N138_7,  P14C,    41,  1,     23,     23,2,19920910,0419,-20.3717, 177.6350, -999,   1006.4,   4.3181,  34.4360,2,  34.4348,2,    170.8,2,    171.4,2,    53.83,2,    33.15,2,     0.00,2,     2.29,2,    0.027,2,    0.016,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.2395,-999.000
     316N138_7,  P14C,    41,  1,     24,     24,2,19920910,0419,-20.3717, 177.6350, -999,   1105.0,   3.8794,  34.4768,2,  34.4744,2,    161.3,2,    164.5,2,    66.66,2,    34.11,2,     0.00,2,     2.35,2,    0.017,4,    0.019,4, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.7960,-999.000
     316N138_7,  P14C,    41,  1,     25,     25,2,19920910,0419,-20.3717, 177.6350, -999,   1205.1,   3.5662,  34.5029,2,  34.5017,2,    158.6,2,    160.6,2,    75.69,2,    34.73,2,     0.00,2,     2.40,2,    0.005,2,    0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.4771,-999.000
     316N138_7,  P14C,    41,  1,     26,     26,2,19920910,0419,-20.3717, 177.6350, -999,   1308.3,   3.2084,  34.5423,2,  34.5409,2,    152.4,2,    154.6,2,    88.60,2,    35.34,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.1142,-999.000
     316N138_7,  P14C,    41,  1,     27,     27,2,19920910,0419,-20.3717, 177.6350, -999,   1410.4,   2.9823,  34.5654,2,  34.5622,2,    152.1,2,    152.6,2,    95.48,2,    35.61,2,     0.00,2,     2.47,2,    0.018,4,    0.016,4, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8821,-999.000
     316N138_7,  P14C,    41,  1,     28,     28,2,19920910,0419,-20.3717, 177.6350, -999,   1513.2,   2.7595,  34.5860,2,  34.5856,2,    151.1,2,    151.2,2,   102.81,2,    35.83,2,     0.00,2,     2.49,2,    0.000,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.6533,-999.000
     316N138_7,  P14C,    41,  1,     29,     29,2,19920910,0419,-20.3717, 177.6350, -999,   1613.2,   2.5948,  34.6016,2,  34.6009,2,    150.3,2,    149.9,2,   107.91,2,    36.00,2,     0.00,2,     2.50,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.4824,-999.000
     316N138_7,  P14C,    41,  1,     30,     30,2,19920910,0419,-20.3717, 177.6350, -999,   1819.7,   2.4236,  34.6197,2,  34.6201,2,    150.5,2,    150.3,2,   113.04,2,    35.96,2,     0.00,2,     2.49,2,    0.000,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.2962,-999.000
     316N138_7,  P14C,    41,  1,     31,     31,2,19920910,0419,-20.3717, 177.6350, -999,   2023.4,   2.2239,  34.6379,2,  34.6387,2,    153.0,2,    150.9,2,   118.20,2,    36.04,2,     0.00,2,     2.50,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.0820,-999.000
     316N138_7,  P14C,    41,  1,     32,     32,2,19920910,0419,-20.3717, 177.6350, -999,   2225.8,   2.1029,  34.6504,2,  34.6505,2,    150.6,2,    151.7,2,   121.51,2,    36.00,2,     0.00,2,     2.50,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.9453,-999.000
     316N138_7,  P14C,    41,  1,     33,     33,2,19920910,0419,-20.3717, 177.6350, -999,   2429.0,   2.0199,  34.6592,2,  34.6595,2,    152.0,2,    153.0,2,   123.16,2,    35.96,2,     0.00,2,     2.49,2,    0.003,2,   -0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8457,-999.000
     316N138_7,  P14C,    41,  1,     34,     34,2,19920910,0419,-20.3717, 177.6350, -999,   2632.1,   1.9579,  34.6662,2,  34.6666,2,    154.8,2,    153.7,2,   124.39,2,    35.87,2,     0.00,2,     2.50,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7662,-999.000
     316N138_7,  P14C,    41,  1,     35,     35,2,19920910,0419,-20.3717, 177.6350, -999,   2835.9,   1.8848,  34.6735,2,  34.6741,2,    153.8,2,    154.7,2,   126.46,2,    35.87,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6754,-999.000
     316N138_7,  P14C,    41,  1,     37,     37,2,19920910,0419,-20.3717, 177.6350, -999,   2954.0,   1.8618,  34.6769,2,  34.6768,2,    154.0,2,    155.3,2,   127.07,2,    35.86,2,     0.00,2,     2.50,2,    0.000,2,   -0.003,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6416,-999.000
     316N138_7,  P14C,    42,  1,      5,      5,2,19920910,0942,-20.1300, 177.5367, 2520,      1.7,  25.1010,  35.6063,2,  35.6098,2,    196.4,2,    207.0,2,     1.77,2,     0.03,2,     0.00,2,     0.14,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 25.1006,-999.000
