BOTTLE,20030224WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20030224
#original HYD file: p14chy.txt   Fri Feb 21 12:53:13 2003
#original SUM file: p14csu.txt   Mon Feb 24 14:35:52 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,DEG C,TU
     316N138_7,  P14C,    37,  1,     35,     35,2,19920909,0825,-21.4217, 177.4633, 3793,   3642.6,   1.8380,  34.6834,2,  34.6827,2,    156.0,2,    155.9,2,   129.66,2,    35.88,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -201.9,2,    -1.16,3,-999.000,9,     8.9,-999.0000,-999.000,-999.000,  1.5483,-999.000
     316N138_7,  P14C,    37,  1,     37,     37,2,19920909,0825,-21.4217, 177.4633, 3793,   3828.3,   1.8376,  34.6841,2,  34.6831,2,    155.5,2,    156.5,2,   130.49,2,    35.84,2,     0.00,2,     2.48,2,   -0.001,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -223.1,3,     0.23,3,-999.000,9,     8.2,-999.0000,-999.000,-999.000,  1.5280,-999.000
     316N138_7,  P14C,    38,  1,      5,      5,9,19920909,1351,-21.1167, 177.5133, 3328,      2.8,  24.2291,  35.6300,2,-999.0000,9,    197.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 24.2285,-999.000
     316N138_7,  P14C,    38,  1,      6,      6,2,19920909,1351,-21.1167, 177.5133, 3328,     15.4,  24.2331,  35.6294,2,  35.6322,2,    207.4,2,    208.9,2,     1.88,2,     0.07,2,     0.00,2,     0.12,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 24.2299,-999.000
     316N138_7,  P14C,    38,  1,      7,      7,2,19920909,1351,-21.1167, 177.5133, 3328,     55.0,  23.3769,  35.6813,2,  35.6318,4,    190.9,2,    209.1,2,     1.87,2,     0.07,2,     0.00,2,     0.12,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 23.3655,-999.000
     316N138_7,  P14C,    38,  1,      8,      8,2,19920909,1351,-21.1167, 177.5133, 3328,    105.0,  22.9918,  35.6956,2,  35.6935,2,    209.9,2,    209.8,2,     1.86,2,     0.07,2,     0.01,2,     0.09,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 22.9703,-999.000
     316N138_7,  P14C,    38,  1,      9,      9,2,19920909,1351,-21.1167, 177.5133, 3328,    154.9,  21.6096,  35.6488,2,  35.6409,2,    186.7,2,    188.2,2,     1.84,2,     1.80,2,     0.04,2,     0.23,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 21.5792,-999.000
     316N138_7,  P14C,    38,  1,     10,     10,2,19920909,1351,-21.1167, 177.5133, 3328,    205.2,  20.1184,  35.6336,2,  35.6314,2,    182.9,2,    184.7,2,     1.83,2,     3.00,2,     0.01,2,     0.31,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.0802,-999.000
     316N138_7,  P14C,    38,  1,     11,     11,2,19920909,1351,-21.1167, 177.5133, 3328,    254.9,  18.5183,  35.5800,2,  35.5855,2,    185.3,2,    185.3,2,     2.02,2,     4.27,2,     0.01,2,     0.41,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.4735,-999.000
     316N138_7,  P14C,    38,  1,     12,     12,2,19920909,1351,-21.1167, 177.5133, 3328,    303.3,  17.1094,  35.4896,2,  35.4912,2,    185.5,2,    185.7,2,     2.40,2,     5.91,2,     0.01,2,     0.51,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.0588,-999.000
     316N138_7,  P14C,    38,  1,     13,     13,2,19920909,1351,-21.1167, 177.5133, 3328,    351.6,  15.3955,  35.3282,2,  35.3329,2,    187.6,2,    185.0,2,     3.38,2,     8.19,2,     0.01,2,     0.68,2,    1.685,2,    0.875,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.3409,-999.000
     316N138_7,  P14C,    38,  1,     14,     14,2,19920909,1351,-21.1167, 177.5133, 3328,    399.6,  14.4097,  35.2162,2,  35.2140,2,    184.5,2,    184.2,2,     3.77,2,     9.92,2,     0.01,2,     0.79,2,    1.528,2,    0.789,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 14.3503,-999.000
     316N138_7,  P14C,    38,  1,     15,     15,2,19920909,1351,-21.1167, 177.5133, 3328,    448.4,  12.7050,  35.0173,2,  35.0188,2,    186.6,2,    184.1,2,     5.55,2,    13.12,2,     0.01,2,     0.98,2,    1.289,2,    0.668,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.6437,-999.000
     316N138_7,  P14C,    38,  1,     16,     16,2,19920909,1351,-21.1167, 177.5133, 3328,    495.7,  10.9215,  34.8267,2,  34.8267,2,    192.1,2,    189.9,2,     6.33,2,    16.16,2,     0.01,2,     1.18,2,    1.111,2,    0.568,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 10.8600,-999.000
     316N138_7,  P14C,    38,  1,     17,     17,2,19920909,1351,-21.1167, 177.5133, 3328,    591.5,   8.5444,  34.5742,2,  34.5751,2,    205.0,2,    201.1,2,     9.51,2,    20.76,2,     0.01,2,     1.46,2,    0.776,2,    0.399,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  8.4811,-999.000
     316N138_7,  P14C,    38,  1,     18,     18,2,19920909,1351,-21.1167, 177.5133, 3328,    687.7,   6.8342,  34.4178,2,  34.4185,2,    206.2,2,    209.1,2,    14.08,2,    24.57,2,     0.01,2,     1.70,2,    0.399,2,    0.220,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.7690,-999.000
     316N138_7,  P14C,    38,  1,     19,     19,2,19920909,1351,-21.1167, 177.5133, 3328,    784.0,   5.9387,  34.3773,2,  34.3779,2,    199.9,2,    201.0,2,    22.04,2,    27.63,2,     0.00,2,     1.90,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.8692,-999.000
     316N138_7,  P14C,    38,  1,     20,     20,2,19920909,1351,-21.1167, 177.5133, 3328,    880.5,   5.1872,  34.3966,2,  34.3969,2,    185.8,2,    182.8,2,    35.98,2,    30.45,2,     0.00,2,     2.10,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.1135,-999.000
     316N138_7,  P14C,    38,  1,     21,     21,2,19920909,1351,-21.1167, 177.5133, 3328,    979.4,   4.3746,  34.4230,2,  34.4226,2,    173.4,2,    174.1,2,    50.12,2,    32.26,2,     0.00,2,     2.23,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.2980,-999.000
     316N138_7,  P14C,    38,  1,     22,     22,2,19920909,1351,-21.1167, 177.5133, 3328,   1077.2,   3.9719,  34.4580,2,  34.4572,2,    166.3,2,    167.5,2,    61.88,2,    33.17,2,     0.00,2,     2.30,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.8901,-999.000
     316N138_7,  P14C,    38,  1,     23,     23,2,19920909,1351,-21.1167, 177.5133, 3328,   1176.0,   3.6551,  34.4921,2,  34.4908,2,    160.2,2,    162.0,2,    72.07,2,    33.73,2,     0.00,2,     2.34,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.5677,-999.000
     316N138_7,  P14C,    38,  1,     24,     24,2,19920909,1351,-21.1167, 177.5133, 3328,   1274.6,   3.3533,  34.5257,2,  34.5255,2,    154.8,2,    156.9,2,    82.69,2,    34.34,2,     0.00,2,     2.39,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.2605,-999.000
     316N138_7,  P14C,    38,  1,     25,     25,2,19920909,1351,-21.1167, 177.5133, 3328,   1374.6,   3.1274,  34.5492,2,  34.5486,2,    151.3,2,    153.6,2,    89.93,2,    34.78,2,     0.00,2,     2.41,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.0287,-999.000
     316N138_7,  P14C,    38,  1,     26,     26,2,19920909,1351,-21.1167, 177.5133, 3328,   1476.5,   2.9316,  34.5690,2,  34.5684,2,    150.4,2,    152.3,2,    96.18,2,    34.87,2,     0.00,2,     2.41,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8265,-999.000
     316N138_7,  P14C,    38,  1,     27,     27,2,19920909,1351,-21.1167, 177.5133, 3328,   1575.9,   2.7707,  34.5857,2,  34.5843,2,    150.4,2,    151.8,2,   101.45,2,    35.09,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.6592,-999.000
     316N138_7,  P14C,    38,  1,     28,     28,2,19920909,1351,-21.1167, 177.5133, 3328,   1776.3,   2.4969,  34.6116,2,  34.6113,2,    152.5,2,    150.5,2,   109.81,2,    35.31,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.3721,-999.000
     316N138_7,  P14C,    38,  1,     29,     29,2,19920909,1351,-21.1167, 177.5133, 3328,   1977.6,   2.2930,  34.6329,2,  34.6321,2,    151.4,2,    150.7,2,   115.76,2,    35.36,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.1541,-999.000
     316N138_7,  P14C,    38,  1,     30,     30,2,19920909,1351,-21.1167, 177.5133, 3328,   2180.3,   2.1581,  34.6460,2,  34.6458,2,    151.8,2,    151.2,2,   119.26,2,    35.41,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.0037,-999.000
     316N138_7,  P14C,    38,  1,     31,     31,2,19920909,1351,-21.1167, 177.5133, 3328,   2378.8,   2.0492,  34.6567,2,  34.6564,2,    152.5,2,    152.4,2,   121.73,2,    35.37,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8790,-999.000
     316N138_7,  P14C,    38,  1,     32,     32,2,19920909,1351,-21.1167, 177.5133, 3328,   2581.0,   1.9603,  34.6664,2,  34.6655,2,    154.7,2,    153.6,2,   124.00,2,    35.33,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7733,-999.000
     316N138_7,  P14C,    38,  1,     33,     33,2,19920909,1351,-21.1167, 177.5133, 3328,   2787.3,   1.8993,  34.6727,2,  34.6725,2,    155.4,2,    154.7,2,   125.44,2,    35.29,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6942,-999.000
     316N138_7,  P14C,    38,  1,     34,     34,2,19920909,1351,-21.1167, 177.5133, 3328,   2993.0,   1.8503,  34.6778,2,  34.6776,2,    155.4,2,    155.4,2,   126.47,2,    35.29,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6265,-999.000
     316N138_7,  P14C,    38,  1,     35,     35,2,19920909,1351,-21.1167, 177.5133, 3328,   3198.6,   1.8284,  34.6813,2,  34.6803,2,    155.2,2,    155.8,2,   127.91,2,    35.30,2,     0.00,2,     2.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5847,-999.000
     316N138_7,  P14C,    38,  1,     37,     37,2,19920909,1351,-21.1167, 177.5133, 3328,   3379.0,   1.8284,  34.6827,2,  34.6817,2,    155.0,2,    155.9,2,   128.10,2,    35.30,2,     0.00,2,     2.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5665,-999.000
     316N138_7,  P14C,    39,  1,      7,      7,2,19920909,1902,-20.8683, 177.5550, 3174,      2.1,  24.4443,  35.6382,2,  35.6411,2,    197.0,2,    207.4,2,     1.84,2,     0.08,2,     0.00,2,     0.11,2,    1.855,2,    1.017,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 24.4438,-999.000
     316N138_7,  P14C,    39,  1,      8,      8,2,19920909,1902,-20.8683, 177.5550, 3174,     15.0,  24.4397,  35.6406,2,  35.6431,2,    196.1,2,    207.7,2,     1.82,2,     0.08,2,     0.00,2,     0.11,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 24.4365,-999.000
     316N138_7,  P14C,    39,  1,      9,      9,2,19920909,1902,-20.8683, 177.5550, 3174,     54.8,  24.1357,  35.6807,2,  35.6813,2,    208.2,2,    209.0,2,     1.80,2,     0.07,2,     0.00,2,     0.08,2,    1.845,2,    1.007,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 24.1241,-999.000
     316N138_7,  P14C,    39,  1,     10,     10,2,19920909,1902,-20.8683, 177.5550, 3174,    105.2,  22.9468,  35.6577,2,  35.6650,2,    191.1,2,    193.6,2,     1.79,2,     0.85,2,     0.11,2,     0.15,2,    1.911,2,    1.020,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 22.9253,-999.000
     316N138_7,  P14C,    39,  1,     11,     11,2,19920909,1902,-20.8683, 177.5550, 3174,    155.4,  21.1377,  35.6456,2,  35.6364,2,    183.3,2,    182.4,2,     1.77,2,     2.75,2,     0.02,2,     0.28,2,    1.911,2,    1.023,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 21.1077,-999.000
     316N138_7,  P14C,    39,  1,     12,     12,2,19920909,1902,-20.8683, 177.5550, 3174,    205.4,  19.8696,  35.6146,2,  35.6183,2,    179.7,2,    181.9,2,     1.75,2,     3.77,2,     0.01,2,     0.37,2,    1.922,2,    1.022,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 19.8316,-999.000
     316N138_7,  P14C,    39,  1,     13,     13,2,19920909,1902,-20.8683, 177.5550, 3174,    255.8,  18.8278,  35.6001,2,  35.6037,2,    188.3,2,    186.9,2,     1.73,2,     3.89,2,     0.01,2,     0.36,2,    1.971,2,    1.030,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.7823,-999.000
     316N138_7,  P14C,    39,  1,     14,     14,2,19920909,1902,-20.8683, 177.5550, 3174,    306.0,  17.0865,  35.4877,2,  35.4853,2,    190.6,2,    186.4,2,     2.50,2,     5.92,2,     0.01,2,     0.50,2,    1.832,6,    0.959,6, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.0355,-999.000
     316N138_7,  P14C,    39,  1,     15,     15,2,19920909,1902,-20.8683, 177.5550, 3174,    356.2,  15.3990,  35.3218,2,  35.3100,2,    185.0,2,    183.5,2,     3.28,2,     8.62,2,     0.00,2,     0.69,2,    1.604,2,    0.836,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.3437,-999.000
     316N138_7,  P14C,    39,  1,     16,     16,2,19920909,1902,-20.8683, 177.5550, 3174,    406.8,  13.9309,  35.1532,2,  35.1406,2,    184.0,2,    182.2,2,     4.85,2,    11.28,2,     0.00,2,     0.87,2,    1.414,2,    0.732,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.8718,-999.000
     316N138_7,  P14C,    39,  1,     17,     17,2,19920909,1902,-20.8683, 177.5550, 3174,    507.4,  10.0161,  34.7165,2,  34.7144,2,    184.8,2,    187.4,2,     8.80,2,    18.59,2,     0.00,2,     1.32,2,    0.872,2,    0.461,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  9.9564,-999.000
     316N138_7,  P14C,    39,  1,     18,     18,2,19920909,1902,-20.8683, 177.5550, 3174,    607.3,   7.6889,  34.4651,2,  34.4868,2,    201.0,2,    204.8,2,    11.16,2,    22.78,2,     0.00,2,     1.58,2,    0.599,2,    0.319,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.6277,-999.000
     316N138_7,  P14C,    39,  1,     19,     19,2,19920909,1902,-20.8683, 177.5550, 3174,    707.5,   6.4971,  34.4103,2,  34.4092,2,    195.2,2,    196.5,2,    19.67,2,    26.64,2,     0.00,2,     1.84,2,    0.264,2,    0.143,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.4317,-999.000
     316N138_7,  P14C,    39,  1,     20,     20,2,19920909,1902,-20.8683, 177.5550, 3174,    807.5,   5.4894,  34.3865,2,  34.3834,2,    189.6,2,    190.3,2,    28.96,2,    29.29,2,     0.00,2,     2.02,2,    0.108,2,    0.070,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.4204,-999.000
     316N138_7,  P14C,    39,  1,     21,     21,2,19920909,1902,-20.8683, 177.5550, 3174,    909.2,   4.7180,  34.4121,2,  34.4100,2,    179.4,2,    177.6,2,    44.59,2,    31.73,2,     0.00,2,     2.18,2,    0.046,2,    0.027,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.6450,-999.000
     316N138_7,  P14C,    39,  1,     22,     22,2,19920909,1902,-20.8683, 177.5550, 3174,   1010.4,   4.2147,  34.4381,2,  34.4357,2,    168.9,2,    171.5,2,    54.48,2,    32.72,2,     0.00,2,     2.25,2,    0.027,2,    0.027,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.1367,-999.000
     316N138_7,  P14C,    39,  1,     23,     23,2,19920909,1902,-20.8683, 177.5550, 3174,   1111.5,   3.8826,  34.4728,2,  34.4712,2,    163.1,2,    165.0,2,    65.36,2,    33.50,2,     0.00,2,     2.31,2,    0.009,2,    0.005,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.7987,-999.000
     316N138_7,  P14C,    39,  1,     24,     24,2,19920909,1902,-20.8683, 177.5550, 3174,   1212.3,   3.5033,  34.5109,2,  34.5077,2,    159.3,2,    159.9,2,    76.66,2,    34.11,2,     0.00,2,     2.36,2,    0.008,2,    0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.4143,-999.000
     316N138_7,  P14C,    39,  1,     25,     25,2,19920909,1902,-20.8683, 177.5550, 3174,   1313.5,   3.2639,  34.5351,2,  34.5355,2,    155.7,2,    156.6,2,    85.20,2,    34.50,2,     0.00,2,     2.40,2,    0.001,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.1687,-999.000
     316N138_7,  P14C,    39,  1,     26,     26,2,19920909,1902,-20.8683, 177.5550, 3174,   1414.2,   3.0055,  34.5626,2,  34.5622,2,    151.7,2,    153.7,2,    93.37,2,    34.89,2,     0.00,2,     2.42,2,    0.002,2,   -0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.9048,-999.000
     316N138_7,  P14C,    39,  1,     27,     27,2,19920909,1902,-20.8683, 177.5550, 3174,   1514.7,   2.8475,  34.5780,2,  34.5777,2,    151.6,2,    152.5,2,    98.35,2,    34.98,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.7402,-999.000
     316N138_7,  P14C,    39,  1,     28,     28,2,19920909,1902,-20.8683, 177.5550, 3174,   1615.0,   2.6905,  34.5937,2,  34.5934,2,    150.9,2,    151.2,2,   102.94,2,    35.25,2,     0.00,2,     2.45,2,   -0.002,2,    0.000,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.5768,-999.000
     316N138_7,  P14C,    39,  1,     29,     29,2,19920909,1902,-20.8683, 177.5550, 3174,   1816.9,   2.4372,  34.6176,2,  34.6181,2,    151.0,2,    150.6,2,   110.40,2,    35.33,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.3099,-999.000
     316N138_7,  P14C,    39,  1,     30,     30,2,19920909,1902,-20.8683, 177.5550, 3174,   2019.6,   2.2437,  34.6366,2,  34.6365,2,    152.1,2,    151.1,2,   115.25,2,    35.34,2,     0.00,2,     2.46,2,   -0.001,2,    0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.1018,-999.000
     316N138_7,  P14C,    39,  1,     31,     31,2,19920909,1902,-20.8683, 177.5550, 3174,   2222.3,   2.1159,  34.6496,2,  34.6499,2,    152.9,2,    151.7,2,   118.68,2,    35.34,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.9584,-999.000
     316N138_7,  P14C,    39,  1,     32,     32,2,19920909,1902,-20.8683, 177.5550, 3174,   2425.5,   2.0199,  34.6591,2,  34.6595,2,    153.4,2,    152.8,2,   120.88,2,    35.30,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8460,-999.000
     316N138_7,  P14C,    39,  1,     33,     33,2,19920909,1902,-20.8683, 177.5550, 3174,   2627.9,   1.9440,  34.6672,2,  34.6675,2,    155.1,2,    154.2,2,   122.67,2,    35.30,2,     0.00,2,     2.44,2,   -0.001,2,    0.000,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7529,-999.000
     316N138_7,  P14C,    39,  1,     34,     34,2,19920909,1902,-20.8683, 177.5550, 3174,   2830.5,   1.8899,  34.6734,2,  34.6736,2,    155.3,2,    155.0,2,   124.26,2,    35.26,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6809,-999.000
